The user is then taken to the View/Update Item screen 3.5.,1;;;
System displays the Move Categories screen 4.5.,1;;;
User selects Categories to move 4.6.,1;;;
System validates the entered data,1;;;
During data validation, data is deemed invalid and an error message is presented to the user 2. Edit Category 2.1.,0;;;
User cancels the Category edit and is taken back to Category screen,0;;;
During data validation, data is deemed invalid and an error message is presented to the user 3. Delete Category 3.1.,1;;;
User cancels the Category deletion and is taken back to the Category screen 3.2.,0;;;
During deletion validation, deletion is deemed invalid and an error message is presented to the user,1;;;
User cancels the Category move and is taken back to the parent Department or Category screen,1;;;
During move validation, move is deemed invalid and an error message is presented to the user 3.3.6. Business Rules: 1.,1;;;
The Category Name must be unique across the inventory 1.3.,0;;;
The Category?s Unique Tag must be unique across the inventory 1.4.,0;;;
The Unique Tag must be at most 18 characters long 1.5.,1;;;
There must be at least one slot available in the Category matrix at the level the new Category will be created to hold the new Category 1.6.,1;;;
The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details) 1.7.,1;;;
The Category Name must be unique across the inventory 2.3.,1;;;
The Category?s Unique Tag must be unique across the inventory 2.4.,0;;;
The Unique Tag must be at most 18 characters long 2.5.,0;;;
The available options in the Material, Finish, Color and Features selectors should be the ones defined for the selected department (see Manage Attributes and Details) 2.6.,0;;;
Generic categories and Under $5 item categories are generated automatically by the system and cannot be modified,1;;;
